location,size,total_sqft,bath,price,bhk,price_per_sqft,zscore
other,2 BHK,840.0,2.0,1.6532125137753437,2,5357,-0.21771778535249692
other,3 Bedroom,4395.0,3.0,2.380211241711606,3,5460,-0.09341850400029211
other,2 BHK,845.0,2.0,1.7403626894942439,2,6508,1.1712965140299083
Bommanahalli,8 Bedroom,3000.0,8.0,2.146128035678238,8,4666,-1.0516090806376768
Doddathoguru,2 BHK,1100.0,2.0,1.792391689498254,2,5636,0.11897638452386367
Marathahalli,2 BHK,1220.0,2.0,1.7558748556724915,2,4672,-1.044368345801626
Devarachikkanahalli,8 Bedroom,1350.0,7.0,1.9294189257142926,8,6296,0.9154572164894479
Begur Road,2 BHK,1358.0,2.0,1.906227263052359,2,5933,0.47739275890837657
Hegde Nagar,3 BHK,1569.0,3.0,2.0043213737826426,3,6437,1.085614485136641
Haralur Road,2 BHK,1240.0,2.0,1.845098040014257,2,5645,0.12983748677793983
Hennur Road,3 BHK,2089.0,3.0,2.146128035678238,3,6701,1.4042068179228746
Kaval Byrasandra,2 BHK,460.0,1.0,1.3424226808222062,2,4782,-0.9116215404740285
ISRO Layout,6 Bedroom,4400.0,6.0,2.3979400086720375,6,5681,0.1732818957942444
other,3 BHK,1660.0,2.0,2.0211892990699383,3,6325,0.9504541015303599
Yelahanka,2 BHK,1326.0,2.0,1.8920946026904804,2,5882,0.41584651280194507
Garudachar Palya,3 BHK,1325.0,2.0,1.783903579272735,3,4588,-1.1457386335063366
EPIP Zone,3 BHK,1499.0,5.0,2.0086001717619175,3,6804,1.5285060992750794
Hegde Nagar,6 Bedroom,3000.0,7.0,2.322219294733919,6,7000,1.765036770586071
Kanakpura Road,3 BHK,1665.0,3.0,1.9444826721501687,3,5285,-0.3046066033851061
Dasanapura,2 BHK,708.0,2.0,1.568201724066995,2,5225,-0.37701395174561375
Kasavanhalli,2 BHK,1060.0,2.0,1.763877031495655,2,5477,-0.07290308863148161
Sanjay nagar,2 BHK,1000.0,2.0,1.845098040014257,2,7000,1.765036770586071
other,3 BHK,1450.0,2.0,1.845098040014257,3,4827,-0.8573160292036478
Thanisandra,2 BHK,1296.0,2.0,1.9030899869919435,2,6172,0.7658153632110654
Domlur,3 BHK,1540.0,3.0,1.954242509439325,3,5844,0.3699885255069569
other,2 BHK,1200.0,2.0,1.8129133566428555,2,5416,-0.14651722613133106
Yeshwanthpur,3 BHK,2502.0,3.0,2.1398790864012365,3,5515,-0.02704510133649343
Kothanur,3 Bedroom,2400.0,2.0,2.1760912590556813,3,6250,0.8599449160797253
other,2 BHK,1007.0,2.0,1.6334684555795864,2,4270,-1.5294975798170272
other,2 BHK,966.0,2.0,1.69810054562339,2,5165,-0.4494213001061214
Nagarbhavi,3 BHK,1630.0,2.0,1.9912260756924949,3,6012,0.5727291009163783
other,2 BHK,782.0,2.0,1.7456992266025058,2,7120,1.9098514673070863
Devanahalli,2 BHK,1260.0,2.0,1.8246464147183519,2,5300,-0.2865047662949792
other,3 BHK,1800.0,3.0,2.0791812460476247,3,6666,1.3619691980459117
other,3 BHK,1413.0,2.0,1.8750612633917,3,5307,-0.2780572423195866
Whitefield,2 BHK,1116.0,2.0,1.7152510288788492,2,4651,-1.0697109177278037
Ramamurthy Nagar,4 Bedroom,3700.0,4.0,2.3521825181113627,4,6081,0.6559975515309621
Sarjapur  Road,3 Bedroom,2497.0,3.0,2.146128035678238,3,5606,0.08277271034360985
Thanisandra,3 BHK,1436.0,3.0,1.8736111969964673,3,5205,-0.4011497345324496
Malleshwaram,2 BHK,1100.0,2.0,1.8750612633917,2,6818,1.5454011472258644
Shampura,4 BHK,2650.0,4.0,2.1760912590556813,4,5660,0.14793932386806674
Devanahalli,3 BHK,1282.0,2.0,1.8358173542934728,3,5344,-0.23340604416394023
other,2 BHK,945.0,2.0,1.7323937598229686,2,5714,0.21310593739252362
Hormavu,2 BHK,1500.0,2.0,1.8920946026904804,2,5200,-0.40718368022915863
other,3 BHK,1870.0,3.0,2.041392685158225,3,5882,0.41584651280194507
Sarjapur,3 Bedroom,1600.0,3.0,1.8750612633917,3,4687,-1.026266508711499
Kudlu Gate,3 BHK,1535.0,3.0,1.919078092376074,3,5407,-0.1573783283854072
Kanakpura Road,2 BHK,950.0,2.0,1.7558748556724915,2,6000,0.5582476312442768
Devanahalli,2 BHK,1360.0,2.0,1.8129133566428555,2,4779,-0.915241907892054
8th Phase JP Nagar,2 BHK,1073.5,2.0,1.732433970413424,2,5030,-0.6123378339172636
other,3 BHK,1260.0,2.0,1.9296743179485878,3,6750,1.4633394857506223
Hennur Road,8 Bedroom,5000.0,8.0,2.3979400086720375,8,5000,-0.6485415080975174
Yelahanka,5 BHK,3050.0,5.0,2.3283796034387376,5,6983,1.7445213552172605
Kasavanhalli,3 BHK,1563.05,3.0,2.0211892990699383,3,6717,1.4235154441523432
ISRO Layout,2 BHK,1000.0,2.0,1.7781512503836436,2,6000,0.5582476312442768
Vishveshwarya Layout,7 BHK,4000.0,7.0,2.3521825181113627,7,5625,0.10570170399110393
Kothanur,3 BHK,1828.0,3.0,2.041392685158225,3,6017,0.5787630466130873
Mysore Road,3 BHK,1710.0,4.0,1.960518342780708,3,5339,-0.2394399898606492
Kannamangala,2 BHK,957.0,2.0,1.7634279935629373,2,6060,0.6306549796047844
Hulimavu,2 BHK,1125.0,2.0,1.6989700043360187,2,4444,-1.319516269571555
Thanisandra,3 BHK,2050.0,3.0,2.161368002234975,3,7073,1.853132377758022
other,3 BHK,1425.0,2.0,1.8750612633917,3,5263,-0.33115596445062556
Electronic City,3 BHK,1500.0,2.0,1.8095597146352678,3,4300,-1.4932939056367733
Electronic City,2 BHK,1060.0,2.0,1.7781512503836436,2,5660,0.14793932386806674
other,3 BHK,1470.0,2.0,1.845098040014257,3,4761,-0.9369641124002063
Electronic City,2 BHK,1152.0,2.0,1.8095597146352678,2,5598,0.07311839722887549
other,3 Bedroom,1500.0,3.0,2.0,3,6666,1.3619691980459117
Electronic City,2 BHK,770.0,1.0,1.5563025007672873,2,4675,-1.0407479783836007
Thanisandra,3 BHK,2144.0,3.0,2.161368002234975,3,6763,1.4790277445620656
Vijayanagar,3 BHK,1704.0,3.0,2.041392685158225,3,6455,1.1073366896447931
Electronic City,2 BHK,1070.0,2.0,1.7160033436347992,2,4859,-0.8186987767447105
Electronic City,2 BHK,1025.0,2.0,1.662757831681574,2,4487,-1.2676243365798578
KR Puram,2 BHK,1277.5,2.0,1.7543483357110188,2,4446,-1.3171026912928714
Marathahalli,2 BHK,1200.0,2.0,1.7160033436347992,2,4333,-1.4534698640384942
Kanakpura Road,4 Bedroom,2250.0,4.0,2.041392685158225,4,4888,-0.7837018917037984
Pattandur Agrahara,3 BHK,1550.0,2.0,1.9030899869919435,3,5161,-0.45424845666348856
Marathahalli,2 BHK,1200.0,2.0,1.7781512503836436,2,5000,-0.6485415080975174
Kothanur,2 BHK,1186.0,2.0,1.7634279935629373,2,4890,-0.7812883134251148
other,3 Bedroom,1783.0,3.0,2.060697840353612,3,6449,1.1000959548087423
Nagasandra,2 BHK,980.0,2.0,1.6812412373755872,2,4897,-0.7728407894497222
EPIP Zone,2 BHK,1285.0,2.0,1.9138138523837167,2,6381,1.0180342933335003
Whitefield,2 BHK,1075.0,2.0,1.724275869600789,2,4930,-0.733016747851443
Kadugodi,3 BHK,1260.0,2.0,1.7323937598229686,3,4285,-1.5113957427269002
Kogilu,3 BHK,1909.0,3.0,1.9444826721501687,3,4609,-1.120396061580159
Panathur,2 BHK,1359.0,2.0,1.9395192526186185,2,6401,1.0421700761203363
other,3 BHK,1798.0,3.0,1.9493900066449128,3,4949,-0.710087754203949
Electronics City Phase 1,3 BHK,1475.0,3.0,1.8937062930647135,3,5307,-0.2780572423195866
other,3 BHK,1580.0,3.0,2.0,3,6329,0.955281258087727
Dasarahalli,2 BHK,1295.0,2.0,1.8129133566428555,2,5019,-0.6256125144500233
Electronic City,1 BHK,589.0,1.0,1.4313637641589874,1,4584,-1.1505657900637039
other,3 BHK,1415.0,3.0,1.8920946026904804,3,5512,-0.03066546875451881
Sarjapur  Road,3 BHK,1787.0,3.0,1.9925093350677756,3,5500,-0.04514693842662034
Sarjapur  Road,3 BHK,1787.0,3.0,2.0969100130080562,3,6994,1.7577960357500202
Koramangala,3 BHK,1475.0,2.0,1.954242509439325,3,6101,0.680133334317798
Sarjapur  Road,2 BHK,984.0,2.0,1.646207612206685,2,4500,-1.2519360777684145
7th Phase JP Nagar,2 BHK,1080.0,2.0,1.8573324964312685,2,6666,1.3619691980459117
Hebbal,3 BHK,1900.0,3.0,2.0755469613925306,3,6263,0.8756331748911687
Budigere,2 BHK,1153.0,2.0,1.7512791039833422,2,4891,-0.780081524285773
other,2 BHK,1148.0,2.0,1.7781512503836436,2,5226,-0.37580716260627195
other,2 BHK,1110.0,2.0,1.7403626894942439,2,4954,-0.70405380850724
other,3 BHK,1500.0,2.0,1.8129133566428555,3,4333,-1.4534698640384942
Vijayanagar,3 BHK,1933.0,3.0,2.110589710299249,3,6673,1.3704167220213042
Ramamurthy Nagar,5 Bedroom,3500.0,5.0,2.1760912590556813,5,4285,-1.5113957427269002
other,2 BHK,1060.0,2.0,1.7781512503836436,2,5660,0.14793932386806674
other,8 Bedroom,2600.0,8.0,2.255272505103306,8,6923,1.6721140068567528
other,3 BHK,1644.0,3.0,1.9242792860618816,3,5109,-0.5170014919092619
other,2 BHK,1285.0,2.0,1.8603380065709938,2,5642,0.12621711935991445
Electronic City,2 BHK,910.0,2.0,1.6020599913279623,2,4395,-1.378648937399303
Kothanur,3 BHK,1577.0,3.0,1.845098040014257,3,4438,-1.3267570044076058
other,3 Bedroom,4050.0,3.0,2.4471580313422194,3,6913,1.6600461154633348
other,2 BHK,1060.0,2.0,1.7403626894942439,2,5188,-0.42166514990126014
other,2 Bedroom,1280.0,2.0,1.8388490907372552,2,5390,-0.1778937437542177
Electronic City,2 BHK,1108.0,2.0,1.7993405494535817,2,5685,0.1781090523516116
other,3 BHK,3045.0,3.0,2.230448921378274,3,5582,0.053809770999406786
Vijayanagar,3 BHK,1500.0,3.0,1.8779469516291882,3,5033,-0.6087174664992382
Budigere,2 BHK,1162.0,2.0,1.7774268223893113,2,5154,-0.4626959806388811
Sarjapur  Road,2 BHK,1035.0,2.0,1.6919651027673603,2,4753,-0.9466184255149406
Kalena Agrahara,3 BHK,1804.0,3.0,2.0791812460476247,3,6651,1.3438673609557847
Talaghattapura,3 BHK,1868.0,3.0,2.1172712956557644,3,7012,1.7795182402581724
Kengeri Satellite Town,2 BHK,883.0,2.0,1.6532125137753437,2,5096,-0.5326897507207052
Kogilu,3 BHK,1664.0,2.0,1.8689381783329113,3,4444,-1.319516269571555
Hegde Nagar,3 BHK,2026.0,3.0,2.12057393120585,3,6515,1.1797440380053008
Balagere,2 BHK,1210.0,2.0,1.9079485216122722,2,6685,1.3848981916934058
other,4 Bedroom,4111.0,4.0,2.3979400086720375,4,6081,0.6559975515309621
Kadugodi,3 BHK,1762.0,3.0,1.9611837098124356,3,5190,-0.41925157162257654
Jigani,3 BHK,1252.0,3.0,1.7403626894942439,3,4392,-1.3822693048173282
7th Phase JP Nagar,3 BHK,1420.0,2.0,2.0,3,7042,1.8157219144384262
Electronics City Phase 1,3 BHK,1490.0,3.0,1.8965262174895554,3,5288,-0.30098623596708074
Bisuvanahalli,3 BHK,1075.0,2.0,1.662757831681574,3,4279,-1.518636477562951
Old Madras Road,3 BHK,1425.0,2.0,1.9731278535996986,3,6596,1.2774939582919862
Kaggadasapura,3 BHK,1280.0,2.0,1.7481880270062005,3,4375,-1.4027847201861388
other,2 BHK,1084.0,2.0,1.6989700043360187,2,4612,-1.1167756941621336
Kanakpura Road,2 BHK,1017.0,2.0,1.709693869727792,2,5039,-0.6014767316631875
Haralur Road,2 BHK,1027.0,2.0,1.6434526764861874,2,4284,-1.5126025318662422
9th Phase JP Nagar,2 BHK,1005.0,2.0,1.6989700043360187,2,4975,-0.6787112365810622
Jakkur,2 BHK,1417.0,2.0,1.8750612633917,2,5292,-0.29615907940971353
TC Palaya,3 Bedroom,1475.0,3.0,1.9912260756924949,3,6644,1.3354198369803922
other,2 BHK,950.0,2.0,1.6720978579357175,2,4947,-0.7125013324826326
other,4 BHK,2000.0,4.0,2.0791812460476247,4,6000,0.5582476312442768
Sarjapur  Road,4 BHK,1863.0,3.0,2.0170333392987803,4,5582,0.053809770999406786
Kalena Agrahara,3 BHK,1425.0,2.0,1.845098040014257,3,4912,-0.7547389523595953
Vijayanagar,3 BHK,1450.0,3.0,2.0,3,6896,1.6395307000945243
Kothanur,3 BHK,1847.0,3.0,2.0211892990699383,3,5684,0.1769022632122698
Kanakpura Road,1 BHK,525.0,1.0,1.414973347970818,1,4952,-0.7064673867859236
Mallasandra,3 BHK,1665.0,3.0,1.9777236052888478,3,5705,0.20224483513844746
Panathur,2 BHK,1438.0,2.0,2.0,2,6954,1.7095244701763483
Kanakpura Road,3 BHK,1550.0,3.0,1.8260748027008264,3,4322,-1.466744544571254
Whitefield,2 BHK,1280.0,2.0,1.8750612633917,2,5859,0.3880903625970838
Munnekollal,2 BHK,1170.0,2.0,1.7160033436347992,2,4444,-1.319516269571555
other,2 BHK,1113.0,2.0,1.7075701760979363,2,4582,-1.1529793683423875
Hennur Road,2 BHK,1385.0,2.0,1.919548758968848,2,5999,0.557040842104935
Electronic City,2 BHK,1128.0,2.0,1.8129133566428555,2,5762,0.27103181608092974
other,2 BHK,1200.0,2.0,1.7403626894942439,2,4583,-1.1517725792030455
Kaval Byrasandra,2 BHK,1200.0,2.0,1.7160033436347992,2,4333,-1.4534698640384942
Kaggalipura,3 BHK,1150.0,2.0,1.7403626894942439,3,4782,-0.9116215404740285
other,3 BHK,1645.0,3.0,1.9777236052888478,3,5775,0.28672007489237306
Sarjapur  Road,2 BHK,1000.0,2.0,1.8260748027008264,2,6700,1.4030000287835327
6th Phase JP Nagar,2 BHK,1192.0,2.0,1.8692317197309762,2,6208,0.80925977222737
Whitefield,2 BHK,1173.0,2.0,1.7634279935629373,2,4944,-0.7161216999006579
Uttarahalli,2 BHK,1020.0,2.0,1.6532125137753437,2,4411,-1.3593403111698343
other,2 Bedroom,1200.0,2.0,1.8976270912904414,2,6583,1.2618056994805429
Kalena Agrahara,2 BHK,1325.0,2.0,1.8808135922807914,2,5735,0.2384485093187013
Basaveshwara Nagar,2 BHK,1200.0,2.0,1.8129133566428555,2,5416,-0.14651722613133106
Harlur,2 BHK,1508.0,2.0,1.8864907251724818,2,5106,-0.5206218593272872
other,3 BHK,1592.0,3.0,1.8750612633917,3,4711,-0.9973035693672959
Electronic City Phase II,1 BHK,630.0,1.0,1.4525530632289254,1,4500,-1.2519360777684145
other,3 BHK,1762.0,3.0,2.0969100130080562,3,7094,1.8784749496841997
other,2 BHK,950.0,2.0,1.6989700043360187,2,5263,-0.33115596445062556
Magadi Road,2 BHK,1116.0,2.0,1.6989700043360187,2,4480,-1.2760718605552503
Narayanapura,2 BHK,1308.0,2.0,1.949585151326652,2,6807,1.5321264666931047
Hennur,2 BHK,1075.0,2.0,1.7160033436347992,2,4837,-0.8452481378102299
Bellandur,2 BHK,1205.0,2.0,1.8195439355418688,2,5477,-0.07290308863148161
5th Phase JP Nagar,2 BHK,1075.0,2.0,1.7781512503836436,2,5581,0.05260298186006499
Balagere,2 BHK,1380.0,2.0,1.7781512503836436,2,4347,-1.436574816087709
Kodigehaali,2 BHK,1166.0,2.0,1.7403626894942439,2,4716,-0.991269623670587
Bannerghatta Road,2 BHK,1050.0,2.0,1.8129133566428555,2,6190,0.7875375677192177
Lakshminarayana Pura,3 BHK,1600.0,2.0,2.03342375548695,3,6750,1.4633394857506223
Billekahalli,3 BHK,1935.0,3.0,2.041392685158225,3,5684,0.1769022632122698
8th Phase JP Nagar,1 BHK,451.0,1.0,1.4756711883244296,1,6629,1.3173179998902653
Electronic City,3 BHK,1800.0,3.0,1.9777236052888478,3,5277,-0.31426091649984045
Jalahalli,3 BHK,1400.0,3.0,1.8864907251724818,3,5500,-0.04514693842662034
Hegde Nagar,3 BHK,1801.0,3.0,2.060697840353612,3,6385,1.0228614498908675
Mahadevpura,2 BHK,1451.0,2.0,1.954242509439325,2,6202,0.8020190373913192
other,3 BHK,1629.0,3.0,1.8976270912904414,3,4849,-0.8307666681381284
Vijayanagar,3 BHK,1826.0,3.0,2.0827853703164503,3,6626,1.31369763247224
Yeshwanthpur,3 BHK,1693.0,3.0,2.03342375548695,3,6379,1.0156207150548167
Electronics City Phase 1,2 BHK,1113.27,2.0,1.724275869600789,2,4760,-0.9381709015395481
Dodda Nekkundi,2 BHK,1260.0,2.0,1.7403626894942439,2,4365,-1.4148526115795568
Whitefield,4 BHK,3252.0,4.0,2.361727836017593,4,7072,1.85192558861868
Battarahalli,2 Bedroom,1200.0,2.0,1.8129133566428555,2,5416,-0.14651722613133106
7th Phase JP Nagar,2 BHK,1175.0,2.0,1.9138138523837167,2,6978,1.7384874095205516
Kengeri,2 BHK,750.0,2.0,1.5797835966168101,2,5066,-0.5688934249009591
other,3 BHK,1760.0,3.0,1.9444826721501687,3,5000,-0.6485415080975174
Billekahalli,2 BHK,1125.0,2.0,1.792391689498254,2,5511,-0.031872257893860605
Anandapura,2 Bedroom,1000.0,2.0,1.7403626894942439,2,5500,-0.04514693842662034
TC Palaya,2 Bedroom,1200.0,2.0,1.7781512503836436,2,5000,-0.6485415080975174
Budigere,3 BHK,1991.0,4.0,2.012837224705172,3,5173,-0.43976698699138705
Ambalipura,2 BHK,1105.0,2.0,1.8750612633917,2,6787,1.507990683906269
Hoodi,2 BHK,985.0,2.0,1.8260748027008264,2,6802,1.5260925209963958
Chandapura,6 Bedroom,1533.0,5.0,1.9294189257142926,6,5544,0.007951783704418604
Balagere,3 BHK,1590.0,3.0,1.8976270912904414,3,4968,-0.6871587605564549
CV Raman Nagar,2 BHK,1120.0,2.0,1.7403626894942439,2,4910,-0.7571525306382789
other,2 BHK,1069.0,2.0,1.7403626894942439,2,5144,-0.4747638720322991
Hosur Road,2 BHK,1194.0,2.0,1.8388490907372552,2,5778,0.29034044231039846
Brookefield,2 BHK,1150.0,2.0,1.8388490907372552,2,6000,0.5582476312442768
Dasanapura,2 BHK,708.0,1.0,1.6020599913279623,2,5649,0.134664643335307
Whitefield,4 Bedroom,11890.0,4.0,2.845098040014257,4,5887,0.421880458498654
Bellandur,2 BHK,1250.0,2.0,1.8808135922807914,2,6080,0.6547907623916203
7th Phase JP Nagar,3 BHK,1400.0,2.0,1.9777236052888478,3,6785,1.5055771056275853
Ardendale,3 BHK,1750.0,3.0,2.0,3,5714,0.21310593739252362
Vittasandra,2 BHK,1404.0,2.0,1.8512583487190752,2,5056,-0.580961316294377
Hoodi,3 BHK,1715.0,2.0,1.9777236052888478,3,5539,0.0019178380077096325
Electronic City,1 BHK,630.0,1.0,1.5397032389478256,1,5500,-0.04514693842662034
Hulimavu,3 BHK,1650.0,3.0,1.8920946026904804,3,4727,-0.9779949431378273
Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,1.7440581658788354,2,4283,-1.5138093210055839
Sarjapur  Road,2 BHK,1346.0,2.0,1.8694077493822019,2,5500,-0.04514693842662034
Hormavu,2 BHK,1150.0,2.0,1.7403626894942439,2,4782,-0.9116215404740285
AECS Layout,3 BHK,1620.0,3.0,1.9912260756924949,3,6049,0.6173802990720246
Marathahalli,2 BHK,950.0,2.0,1.671728088239558,2,4943,-0.7173284890399997
Harlur,3 BHK,2450.0,3.0,2.0791812460476247,3,4897,-0.7728407894497222
Padmanabhanagar,2 BHK,1020.0,2.0,1.7993405494535817,2,6176,0.7706425197684326
Chikkalasandra,2 BHK,1100.0,2.0,1.6989700043360187,2,4545,-1.1976305664980338
Ambalipura,3 BHK,1800.0,3.0,2.041392685158225,3,6111,0.6922012257112159
Akshaya Nagar,2 BHK,1070.0,2.0,1.7323937598229686,2,5046,-0.5930292076877949
Vidyaranyapura,2 Bedroom,1440.0,2.0,1.9777236052888478,2,6597,1.2787007474313279
Amruthahalli,2 BHK,900.0,2.0,1.6020599913279623,2,4444,-1.319516269571555
other,2 BHK,1200.0,2.0,1.792391689498254,2,5166,-0.4482145109667796
other,4 BHK,4800.0,4.0,2.3710678622717363,4,4895,-0.7752543677284058
other,2 BHK,1200.0,2.0,1.8692317197309762,2,6166,0.7585746283750145
Subramanyapura,2 BHK,929.0,2.0,1.7004441010277516,2,5400,-0.16582585236079977
other,4 Bedroom,2000.0,4.0,1.99563519459755,4,4950,-0.7088809650646072
Hebbal Kempapura,2 BHK,1130.0,2.0,1.7781512503836436,2,5309,-0.275643664040903
other,3 BHK,1753.0,3.0,2.0791812460476247,3,6845,1.577984453988093
5th Phase JP Nagar,2 BHK,1150.0,3.0,1.7201593034059568,2,4565,-1.173494783711198
Electronic City,2 BHK,1128.0,2.0,1.7993405494535817,2,5585,0.057430138417432164
other,2 BHK,1000.0,2.0,1.724275869600789,2,5300,-0.2865047662949792
Yelahanka,2 BHK,1035.0,2.0,1.6532125137753437,2,4347,-1.436574816087709
Whitefield,2 BHK,1040.0,2.0,1.6857417386022637,2,4663,-1.055229448055702
other,2 Bedroom,720.0,2.0,1.6532125137753437,2,6250,0.8599449160797253
Lingadheeranahalli,3 BHK,1511.0,3.0,1.9777236052888478,3,6287,0.9045961142353717
other,3 BHK,1300.0,3.0,1.7634279935629373,3,4461,-1.2990008542027445
Hoodi,3 BHK,1545.0,3.0,1.8372727025023003,3,4449,-1.313482323874846
Shampura,1 BHK,375.0,2.0,1.414973347970818,1,6933,1.6841818982501708
Kambipura,2 BHK,883.0,2.0,1.6532125137753437,2,5096,-0.5326897507207052
Sarjapur  Road,2 BHK,1195.0,2.0,1.845098040014257,2,5857,0.3856767843184002
other,1 Bedroom,700.0,1.0,1.6127838567197355,1,5857,0.3856767843184002
Vittasandra,2 BHK,1246.0,2.0,1.8260748027008264,2,5377,-0.19358200256566102
other,4 BHK,1600.0,4.0,1.9030899869919435,4,5000,-0.6485415080975174
Haralur Road,4 BHK,2805.0,5.0,2.187520720836463,4,5490,-0.05721482982003828
Whitefield,2 BHK,1150.0,2.0,1.845098040014257,2,6086,0.6620314972276711
other,1 BHK,1200.0,2.0,1.9294189257142926,1,7083,1.86520026915144
other,2 BHK,1028.0,2.0,1.6580113966571124,2,4426,-1.3412384740797074
Bannerghatta Road,3 BHK,1170.0,2.0,1.8195439355418688,3,5641,0.12501033022057265
HSR Layout,2 BHK,1372.0,2.0,1.8325089127062364,2,4956,-0.7016402302285564
Whitefield,3 BHK,1768.0,3.0,2.0043213737826426,3,5712,0.21069235911384002
other,3 BHK,1325.0,2.0,1.954242509439325,3,6792,1.5140246296029778
Electronic City,3 BHK,1599.0,3.0,1.99563519459755,3,6191,0.7887443568585595
Uttarahalli,2 BHK,1286.0,2.0,1.7993405494535817,2,4898,-0.7716340003103804
Kammanahalli,5 BHK,2845.0,5.0,2.146128035678238,5,4920,-0.745084639244861
Hennur Road,2 BHK,1317.5,2.0,1.8046164169872552,2,4840,-0.8416277703922045
Munnekollal,2 BHK,1102.0,2.0,1.7297315952870354,2,4870,-0.8054240962119507
other,2 Bedroom,1800.0,1.0,1.9030899869919435,2,4444,-1.319516269571555
Kanakpura Road,1 BHK,525.0,1.0,1.4353665066126613,1,5190,-0.41925157162257654
Bannerghatta Road,1 BHK,595.0,1.0,1.52270499273475,1,5600,0.07553197550755908
other,2 BHK,1080.0,2.0,1.6989700043360187,2,4629,-1.096260278793323
7th Phase JP Nagar,3 BHK,2225.0,3.0,2.2041199826559246,3,7191,1.9955334962003537
Electronics City Phase 1,3 BHK,1490.0,3.0,1.9242792860618816,3,5637,0.12018317366320547
Sarjapur  Road,3 BHK,1550.0,3.0,2.0,3,6451,1.102509533087426
other,2 BHK,1160.0,2.0,1.7403626894942439,2,4741,-0.9610998951870422
Sarjapur  Road,3 BHK,2100.0,3.0,2.0969100130080562,3,5952,0.5003217525558706
Vittasandra,2 BHK,1404.0,2.0,1.8407332346118068,2,4935,-0.7269828021547341
Banashankari Stage III,3 BHK,1305.0,2.0,1.7686381012476144,3,4498,-1.2543496560470981
Marathahalli,2 BHK,1230.0,2.0,1.9030899869919435,2,6504,1.166469357472541
other,2 Bedroom,1200.0,2.0,1.8129133566428555,2,5416,-0.14651722613133106
Harlur,3 BHK,1460.0,3.0,1.863322860120456,3,5000,-0.6485415080975174
Gottigere,2 BHK,967.0,2.0,1.6532125137753437,2,4653,-1.06729733944912
other,1 Bedroom,540.0,1.0,1.5563025007672873,1,6666,1.3619691980459117
Hormavu,1 BHK,715.0,1.0,1.662757831681574,1,6433,1.0807873285792737
Mysore Road,2 BHK,1020.0,2.0,1.6897526961391567,2,4799,-0.891106125105218
Kanakapura,3 BHK,1419.0,3.0,1.8750612633917,3,5285,-0.3046066033851061
other,2 Bedroom,1600.0,2.0,2.060697840353612,2,7187,1.9907063396429865
other,1 BHK,416.0,1.0,1.2671717284030137,1,4447,-1.3158959021535297
HSR Layout,3 BHK,1430.0,2.0,1.8129133566428555,3,4545,-1.1976305664980338
other,3 BHK,1630.0,3.0,1.9294189257142926,3,5214,-0.39028863227837346
Kalena Agrahara,3 BHK,1450.0,2.0,1.9294189257142926,3,5862,0.39171073001510914
other,1 BHK,834.0,1.0,1.7781512503836436,1,7194,1.999153863618379
other,3 Bedroom,1125.0,4.0,1.845098040014257,3,6222,0.8261548201781551
